Date,Date,Symbol,Date_x,Open,High,Low,Close,Volume,TR1,TR2,TR3,TRmax,N1,N2,MavgB1,MavgS1,MavgB2,MavgS2,Trade,Unit,Date_y,LastPrice,CurrentPrice,EntryPrice,ExitPrice,StopPrice,StopInd,N,Direction,StartPos,PNL,TxCost,EndPos,Return,RisktoEq%,PrevTradeLoser,PostCrisis,S1orS2
2015-10-30,2015-10-30,MMM, 10/30/2015,156.76,158.67,156.76,157.21,-1,1.9099999999999966,0.0,0.0,1.9099999999999966,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-02,2015-11-02,MMM, 11/02/2015,157.28,160.09,157.28,159.92,-1,2.8100000000000023,2.8799999999999955,0.06999999999999318,2.8799999999999955,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-03,2015-11-03,MMM, 11/03/2015,158.97,159.78,158.65,158.78,-1,1.1299999999999955,0.13999999999998636,1.2699999999999818,1.2699999999999818,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-04,2015-11-04,MMM, 11/04/2015,158.51,159.47,158.51,158.94,-1,0.960000000000008,0.6899999999999977,0.27000000000001023,0.960000000000008,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-05,2015-11-05,MMM, 11/05/2015,157.94,159.52,157.94,158.99,-1,1.5800000000000125,0.5800000000000125,1.0,1.5800000000000125,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-06,2015-11-06,MMM, 11/06/2015,158.26,159.25,157.7,159.22,-1,1.5500000000000114,0.2599999999999909,1.2900000000000205,1.5500000000000114,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-09,2015-11-09,MMM, 11/09/2015,157.83,158.59,156.75,157.51,-1,1.8400000000000034,0.6299999999999955,2.469999999999999,2.469999999999999,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-10,2015-11-10,MMM, 11/10/2015,156.33,157.63,156.33,157.59,-1,1.299999999999983,0.12000000000000455,1.1799999999999784,1.299999999999983,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-11,2015-11-11,MMM, 11/11/2015,156.52,159.48,156.52,159.05,-1,2.9599999999999795,1.8899999999999864,1.0699999999999932,2.9599999999999795,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-12,2015-11-12,MMM, 11/12/2015,157.52,158.27,156.14,156.28,-1,2.130000000000024,0.7800000000000011,2.910000000000025,2.910000000000025,,0.0,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-13,2015-11-13,MMM, 11/13/2015,155.62,156.9,155.6,155.66,-1,1.3000000000000114,0.6200000000000045,0.6800000000000068,1.3000000000000114,,0.0,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-16,2015-11-16,MMM, 11/16/2015,155.21,158.25,155.21,158.15,-1,3.039999999999992,2.5900000000000034,0.44999999999998863,3.039999999999992,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-17,2015-11-17,MMM, 11/17/2015,158.29,158.47,156.51,156.99,-1,1.960000000000008,0.3199999999999932,1.6400000000000148,1.960000000000008,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-18,2015-11-18,MMM, 11/18/2015,156.01,157.5,156.01,157.37,-1,1.490000000000009,0.5099999999999909,0.9800000000000182,1.490000000000009,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-19,2015-11-19,MMM, 11/19/2015,156.32,158.51,156.32,158.39,-1,2.1899999999999977,1.1399999999999864,1.0500000000000114,2.1899999999999977,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-20,2015-11-20,MMM, 11/20/2015,156.25,159.81,156.25,158.97,-1,3.5600000000000023,1.420000000000016,2.1399999999999864,3.5600000000000023,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-23,2015-11-23,MMM, 11/23/2015,158.07,159.72,158.07,158.68,-1,1.6500000000000057,0.75,0.9000000000000057,1.6500000000000057,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-24,2015-11-24,MMM, 11/24/2015,156.91,158.14,156.88,157.79,-1,1.259999999999991,0.5400000000000205,1.8000000000000114,1.8000000000000114,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-25,2015-11-25,MMM, 11/25/2015,156.45,158.45,156.45,157.64,-1,2.0,0.6599999999999966,1.3400000000000034,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-27,2015-11-27,MMM, 11/27/2015,156.49,158.48,156.49,158.07,-1,1.9899999999999807,0.8400000000000034,1.1499999999999773,1.9899999999999807,2.0385000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-11-30,2015-11-30,MMM, 11/30/2015,156.72,158.46,156.57,156.64,-1,1.8900000000000148,0.3900000000000148,1.5,1.8900000000000148,2.0375000000000014,0.0,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-01,2015-12-01,MMM, 12/01/2015,156.05,157.65,156.05,156.85,-1,1.5999999999999943,1.0100000000000193,0.589999999999975,1.5999999999999943,1.9735000000000014,2.015625000000001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-02,2015-12-02,MMM, 12/02/2015,151.99,157.2,151.99,155.71,-1,5.2099999999999795,0.3499999999999943,4.859999999999985,5.2099999999999795,2.1705000000000014,2.1353250000000004,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-03,2015-12-03,MMM, 12/03/2015,155.11,156.89,153.7,154.4,-1,3.1899999999999977,1.1799999999999784,2.0100000000000193,3.1899999999999977,2.282000000000001,2.221475000000001,-1.0,-1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,
2015-12-04,2015-12-04,MMM, 12/04/2015,153.46,158.38,153.46,158.17,-1,4.9199999999999875,3.9799999999999898,0.9399999999999977,4.9199999999999875,2.4489999999999994,2.4139000000000004,0.0,0.0,0.0,0.0,0.0,1.0,2015-12-04,154.4,158.17,154.4,158.17,156.621475,1.0,2.221475000000001,-1.0,45.015136339594164,-1.099139015545788,0.45015136339594164,43.46584596065244,-0.02441709844559581,4.501311006830737e-05,1.0,1.0,1.0
2015-12-07,2015-12-07,MMM, 12/07/2015,157.5,157.98,156.81,157.77,-1,1.1699999999999875,0.18999999999999773,1.3599999999999852,1.3599999999999852,2.439499999999998,2.394549999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-08,2015-12-08,MMM, 12/08/2015,155.78,157.84,155.61,156.82,-1,2.2299999999999898,0.06999999999999318,2.1599999999999966,2.2299999999999898,2.4274999999999975,2.4290249999999975,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-09,2015-12-09,MMM, 12/09/2015,155.38,158.23,154.89,156.06,-1,3.3400000000000034,1.4099999999999966,1.9300000000000068,3.3400000000000034,2.5294999999999987,2.473124999999998,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-10,2015-12-10,MMM, 12/10/2015,152.09,158.68,152.09,157.52,-1,6.590000000000003,2.6200000000000045,3.969999999999999,6.590000000000003,2.711,2.732524999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-11,2015-12-11,MMM, 12/11/2015,155.44,156.39,154.41,154.79,-1,1.9799999999999898,1.1300000000000239,3.1100000000000136,3.1100000000000136,2.720999999999999,2.730950000000001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-14,2015-12-14,MMM, 12/14/2015,154.62,157.75,154.28,157.71,-1,3.469999999999999,2.960000000000008,0.5099999999999909,3.469999999999999,2.8294999999999986,2.758449999999999,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-15,2015-12-15,MMM, 12/15/2015,151.7,152.99,147.08,148.06,-1,5.909999999999997,4.719999999999999,10.629999999999995,10.629999999999995,3.2089999999999987,3.2195249999999986,-1.0,-1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,
2015-12-16,2015-12-16,MMM, 12/16/2015,148.04,150.54,147.73,149.96,-1,2.8100000000000023,2.4799999999999898,0.3300000000000125,2.8100000000000023,3.2514999999999987,3.189049999999999,0.0,0.0,0.0,0.0,1.0,1.0,2015-12-16,148.06,149.96,148.06,149.96,151.279525,1.0,3.2195249999999986,-1.0,31.060482524596033,-0.3985878481475962,0.31060482524596034,30.351289851202477,-0.01283263541807389,3.105951780098615e-05,1.0,1.0,1.0
2015-12-17,2015-12-17,MMM, 12/17/2015,149.89,150.83,148.81,148.85,-1,2.0200000000000102,0.8700000000000045,1.1500000000000057,2.0200000000000102,3.2779999999999987,3.1899249999999992,0.0,0.0,0.0,0.0,1.0,1.0,2015-12-17,149.96,148.85,149.96,148.85,153.14905000000002,1.0,3.189049999999999,-1.0,30.351289851202477,0.22465945408665686,0.0,30.575949305289132,0.007401973859695988,3.0350368678365627e-05,1.0,1.0,1.0
2015-12-18,2015-12-18,MMM, 12/18/2015,148.0,148.6,146.75,146.77,-1,1.8499999999999943,0.25,2.0999999999999943,2.0999999999999943,3.2734999999999985,3.2190999999999987,-1.0,-1.0,0.0,-1.0,1.0,1.0,2015-12-18,148.85,146.77,148.85,146.77,152.03992499999998,1.0,3.1899249999999992,-1.0,30.575949305289132,0.42726217369835967,0.0,31.00321147898749,0.013973799126637432,3.0575014445197443e-05,1.0,1.0,1.0
2015-12-21,2015-12-21,MMM, 12/21/2015,147.34,148.33,146.66,147.49,-1,1.670000000000016,1.5600000000000023,0.11000000000001364,1.670000000000016,3.1789999999999994,3.1933249999999993,0.0,0.0,0.0,0.0,1.0,1.0,2015-12-21,146.77,147.49,146.77,147.49,149.9891,1.0,3.2190999999999987,-1.0,31.00321147898749,-0.15209042900368236,0.0,30.85112104998381,-0.004905634666484859,3.100225030966482e-05,1.0,1.0,1.0
2015-12-22,2015-12-22,MMM, 12/22/2015,147.56,149.48,147.27,149.01,-1,2.2099999999999795,1.9899999999999807,0.21999999999999886,2.2099999999999795,3.206999999999998,3.1305499999999986,0.0,0.0,0.0,0.0,1.0,1.0,2015-12-22,147.49,149.01,147.49,149.01,150.683325,1.0,3.1933249999999993,-1.0,30.85112104998381,-0.31794497251322107,0.0,30.53317607747059,-0.010305783442945193,3.08501692876767e-05,1.0,1.0,1.0
2015-12-23,2015-12-23,MMM, 12/23/2015,149.14,151.56,149.14,151.16,-1,2.420000000000016,2.5500000000000114,0.12999999999999545,2.5500000000000114,3.2444999999999977,3.1741499999999987,0.0,0.0,0.0,0.0,1.0,1.0,2015-12-23,149.01,151.16,149.01,151.16,152.14055,1.0,3.1305499999999986,-1.0,30.53317607747059,-0.44054981925080255,0.0,30.092626258219788,-0.01442856184148722,3.0532243831093654e-05,1.0,1.0,1.0
2015-12-24,2015-12-24,MMM, 12/24/2015,150.56,151.77,150.5,151.21,-1,1.2700000000000102,0.6100000000000136,0.6599999999999966,1.2700000000000102,3.2079999999999984,3.145774999999998,0.0,0.0,0.0,0.0,1.0,1.0,2015-12-24,151.16,151.21,151.16,151.21,154.33415,1.0,3.1741499999999987,-1.0,30.092626258219788,-0.009953898603540857,0.0,30.082672359616247,-0.0003307753373908983,3.0091720719314714e-05,1.0,1.0,1.0
2015-12-28,2015-12-28,MMM, 12/28/2015,150.13,151.77,150.13,151.23,-1,1.6400000000000148,0.5600000000000023,1.0800000000000125,1.6400000000000148,3.1905,3.129599999999999,0.0,0.0,0.0,0.0,1.0,1.0,2015-12-28,151.21,151.23,151.21,151.23,154.355775,1.0,3.145774999999998,-1.0,30.082672359616247,-0.003978926309052138,0.0,30.078693433307194,-0.00013226638449825856,3.0081767419662962e-05,1.0,1.0,1.0
2015-12-29,2015-12-29,MMM, 12/29/2015,151.1,153.24,151.1,152.83,-1,2.140000000000015,2.0100000000000193,0.12999999999999545,2.140000000000015,3.2030000000000003,3.137975000000001,0.0,1.0,0.0,0.0,1.0,1.0,2015-12-29,151.23,152.83,151.23,152.83,154.3596,1.0,3.129599999999999,-1.0,30.078693433307194,-0.3182299113488899,0.31060482524596034,29.449858696712344,-0.010579911393242325,3.007778873272075e-05,1.0,1.0,1.0
2015-12-30,2015-12-30,MMM, 12/30/2015,151.04,153.69,151.04,151.91,-1,2.6500000000000057,0.8599999999999852,1.7900000000000205,2.6500000000000057,3.2555000000000005,3.175350000000001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015-12-31,2015-12-31,MMM, 12/31/2015,150.72,152.11,150.63,150.64,-1,1.4800000000000182,0.20000000000001705,1.2800000000000011,1.4800000000000182,3.0690000000000026,3.1667250000000013,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2016-01-04,2016-01-04,MMM, 01/04/2016,147.74,147.98,145.4,146.78,-1,2.579999999999984,2.6599999999999966,5.239999999999981,5.239999999999981,3.1715000000000018,3.1775500000000014,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2016-01-05,2016-01-05,MMM, 01/05/2016,146.5,147.5,145.6,147.43,-1,1.9000000000000057,0.7199999999999989,1.1800000000000068,1.9000000000000057,3.020500000000003,3.107925000000002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2016-01-06,2016-01-06,MMM, 01/06/2016,145.05,145.66,143.41,144.47,-1,2.25,1.7700000000000102,4.02000000000001,4.02000000000001,3.1535000000000037,3.070475000000003,-1.0,-1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,
2016-01-07,2016-01-07,MMM, 01/07/2016,141.8,143.12,140.63,140.98,-1,2.490000000000009,1.3499999999999943,3.8400000000000034,3.8400000000000034,3.2340000000000044,3.1878250000000037,-1.0,-1.0,0.0,-1.0,3.0,1.0,2016-01-07,144.47,140.98,144.47,140.98,147.54047500000001,1.0,3.070475000000003,-1.0,32.56825084066794,0.7867598493384869,0.32568250840667945,33.02932818159975,0.024157264483975927,3.2567190184248844e-05,1.0,1.0,1.0
2016-01-08,2016-01-08,MMM, 01/08/2016,141.22,142.44,140.22,140.44,-1,2.219999999999999,1.460000000000008,0.7599999999999909,2.219999999999999,3.1780000000000044,3.183300000000004,-1.0,-1.0,0.0,-1.0,3.0,3.0,2016-01-08,140.98,140.44,141.39952499999998,140.44,144.167825,1.0,3.1878250000000037,-1.0,98.16582986293564,0.6661448678786748,0.32568250840667945,98.50629222240762,0.0067859138847884415,9.815619427866809e-05,1.0,1.0,1.0
2016-01-11,2016-01-11,MMM, 01/11/2016,140.64,141.43,139.38,140.47,-1,2.0500000000000114,0.9900000000000091,1.0600000000000023,2.0500000000000114,2.951000000000005,3.121600000000005,0.0,0.0,0.0,0.0,3.0,3.0,2016-01-11,140.44,140.47,140.44,140.47,143.6233,1.0,3.183300000000004,-1.0,98.50629222240762,-0.021042358065179387,0.0,98.48524986434245,-0.00021361435488476133,9.849658968856085e-05,1.0,1.0,1.0
2016-01-12,2016-01-12,MMM, 01/12/2016,141.0,142.13,139.1,140.84,-1,3.030000000000001,1.6599999999999966,1.3700000000000045,3.030000000000001,2.947000000000004,2.9549500000000046,0.0,0.0,0.0,0.0,3.0,3.0,2016-01-12,140.47,140.84,140.47,140.84,143.5916,1.0,3.121600000000005,-1.0,98.48524986434245,-0.2594115643896004,0.0,98.22583829995285,-0.002634014380294758,9.84755514750499e-05,1.0,1.0,1.0
2016-01-13,2016-01-13,MMM, 01/13/2016,140.87,142.18,138.51,138.65,-1,3.670000000000016,1.3400000000000034,2.3300000000000125,3.670000000000016,2.957000000000005,2.9831500000000046,-1.0,-1.0,0.0,-1.0,3.0,3.0,2016-01-13,140.84,138.65,140.84,138.65,143.79495,1.0,2.9549500000000046,-1.0,98.22583829995285,1.5273685449935817,0.0,99.75320684494643,0.015549559784152178,9.82161909322639e-05,1.0,1.0,1.0
2016-01-14,2016-01-14,MMM, 01/14/2016,138.73,142.43,138.73,141.07,-1,3.700000000000017,3.780000000000001,0.07999999999998408,3.780000000000001,2.6145000000000054,2.998150000000005,0.0,0.0,0.0,0.0,3.0,4.0,2016-01-14,138.65,141.07,139.8642875,141.07,141.63315,1.0,2.9831500000000046,-1.0,132.32145768561438,-1.1406888663395771,0.32568250840667945,130.8550863108681,-0.008620588726053535,0.000132303951033956,1.0,1.0,1.0
2016-01-15,2016-01-15,MMM, 01/15/2016,136.72,140.07,136.72,138.67,-1,3.3499999999999943,1.0,4.349999999999994,4.349999999999994,2.691500000000005,2.7012750000000048,0.0,0.0,0.0,0.0,3.0,4.0,2016-01-15,141.07,138.67,141.07,138.67,144.06815,1.0,2.998150000000005,-1.0,130.8550863108681,2.226215404735831,0.0,133.08130171560393,0.017012830509676058,0.00013083796549760019,1.0,1.0,1.0
2016-01-19,2016-01-19,MMM, 01/19/2016,139.53,140.71,137.4,138.42,-1,3.3100000000000023,2.0400000000000205,1.2699999999999818,3.3100000000000023,2.7560000000000047,2.7224250000000048,-1.0,-1.0,0.0,-1.0,3.0,4.0,2016-01-19,138.67,138.42,138.67,138.42,141.371275,1.0,2.7012750000000048,-1.0,133.08130171560393,0.2399244640434206,0.0,133.32122617964734,0.001802841277853906,0.00013306359343937807,1.0,1.0,1.0
2016-01-20,2016-01-20,MMM, 01/20/2016,136.54,137.72,134.63,136.97,-1,3.0900000000000034,0.6999999999999886,3.789999999999992,3.789999999999992,2.8405000000000045,2.807700000000004,-1.0,-1.0,-1.0,-1.0,3.0,4.0,2016-01-20,138.42,136.97,138.42,136.97,141.142425,1.0,2.7224250000000048,-1.0,133.32122617964734,1.3965884840376213,0.0,134.71781466368495,0.010475364831671663,0.00013330345399970614,1.0,1.0,1.0
2016-01-21,2016-01-21,MMM, 01/21/2016,135.42,138.62,135.42,137.71,-1,3.200000000000017,1.6500000000000057,1.5500000000000114,3.200000000000017,2.9170000000000043,2.8584750000000048,0.0,0.0,0.0,0.0,3.0,5.0,2016-01-21,136.97,137.71,138.32905,137.71,139.7777,1.0,2.807700000000004,-1.0,167.2860655043529,0.7486384013370142,0.32568250840667945,167.70902139728324,0.004475198810372727,0.00016725808555729624,1.0,1.0,1.0
2016-01-22,2016-01-22,MMM, 01/22/2016,139.66,140.38,138.07,139.52,-1,2.3100000000000023,2.6699999999999875,0.3599999999999852,2.6699999999999875,2.940000000000005,2.9046500000000033,0.0,0.0,0.0,0.0,3.0,5.0,2016-01-22,137.71,139.52,137.71,139.52,140.568475,1.0,2.8584750000000048,-1.0,167.70902139728324,-2.2042940144440033,0.0,165.50472738283923,-0.013143562559000843,0.00016768089979767115,1.0,1.0,1.0
2016-01-25,2016-01-25,MMM, 01/25/2016,138.45,139.37,137.52,137.61,-1,1.8499999999999943,0.15000000000000568,2.0,2.0,2.912500000000004,2.8930000000000047,0.0,0.0,0.0,0.0,3.0,5.0,2016-01-25,139.52,137.61,139.52,137.61,142.42465,1.0,2.9046500000000033,-1.0,165.50472738283923,2.26572555405119,0.0,167.77045293689042,0.013689793577981613,0.00016547734010077784,1.0,1.0,1.0
2016-01-26,2016-01-26,MMM, 01/26/2016,141.05,145.01,140.31,144.79,-1,4.699999999999989,7.399999999999977,2.6999999999999886,7.399999999999977,3.2190000000000025,3.1368750000000025,0.0,1.0,0.0,0.0,3.0,5.0,2016-01-26,137.61,144.79,137.61,144.79,140.50300000000001,1.0,2.8930000000000047,-1.0,167.77045293689042,-8.753665083110734,0.32568250840667945,158.691105345373,-0.052176440665649075,0.00016774231073344198,1.0,1.0,1.0
2016-01-27,2016-01-27,MMM, 01/27/2016,144.82,147.94,144.0,145.49,-1,3.9399999999999977,3.1500000000000057,0.789999999999992,3.9399999999999977,3.334000000000002,3.255050000000003,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2016-01-28,2016-01-28,MMM, 01/28/2016,145.45,147.8,145.22,147.35,-1,2.5800000000000125,2.3100000000000023,0.27000000000001023,2.5800000000000125,3.3560000000000016,3.2963000000000022,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2016-01-29,2016-01-29,MMM, 01/29/2016,147.25,150.97,147.25,150.97,-1,3.719999999999999,3.6200000000000045,0.09999999999999432,3.719999999999999,3.4095000000000013,3.374200000000002,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
2016-02-01,2016-02-01,MMM, 02/01/2016,149.16,149.53,148.1,148.7,-1,1.4300000000000068,1.4399999999999977,2.8700000000000045,2.8700000000000045,3.4790000000000005,3.382525000000001,0.0,0.0,0.0,0.0,9.0,1.0,2016-02-01,150.97,148.7,150.97,148.7,147.5958,1.0,3.374200000000002,1.0,29.63665461442711,-0.4456196991107508,0.2963665461442711,28.894668369172088,-0.01503609988739496,2.96357763091604e-05,1.0,1.0,1.0
2016-02-02,2016-02-02,MMM, 02/02/2016,146.84,148.27,146.02,147.92,-1,2.25,0.4299999999999784,2.6799999999999784,2.6799999999999784,3.3510000000000004,3.4390499999999995,0.0,0.0,0.0,0.0,9.0,1.0,2016-02-02,148.7,147.92,148.7,147.92,145.317475,1.0,3.382525000000001,1.0,28.894668369172088,-0.1515658461866463,0.0,28.743102522985442,-0.005245460659045075,2.889383349143544e-05,1.0,1.0,1.0
2016-02-03,2016-02-03,MMM, 02/03/2016,148.9,152.8,148.9,152.49,-1,3.9000000000000057,4.880000000000024,0.9800000000000182,4.880000000000024,3.5000000000000013,3.4274500000000017,1.0,1.0,0.0,1.0,9.0,1.0,2016-02-03,147.92,152.49,147.92,152.49,144.48094999999998,1.0,3.4390499999999995,1.0,28.743102522985442,0.8880204065038161,0.0,29.63112292948926,0.03089507842076822,2.8742276380788685e-05,1.0,1.0,1.0
2016-02-04,2016-02-04,MMM, 02/04/2016,152.01,154.37,151.69,153.49,-1,2.680000000000007,1.8799999999999955,0.8000000000000114,2.680000000000007,3.433000000000001,3.459000000000002,1.0,1.0,0.0,1.0,9.0,1.0,2016-02-04,152.49,153.49,152.49,153.49,149.06255000000002,1.0,3.4274500000000017,1.0,29.63112292948926,0.19431518741877515,0.0,29.825438116908032,0.0065578070693159685,2.9630244952058653e-05,1.0,1.0,1.0
2016-02-05,2016-02-05,MMM, 02/05/2016,152.87,153.85,151.8,153.44,-1,2.049999999999983,0.3599999999999852,1.6899999999999977,2.049999999999983,3.3435,3.3638500000000002,0.0,0.0,0.0,0.0,9.0,2.0,2016-02-05,153.49,153.44,152.6571,153.44,150.031,1.0,3.459000000000002,1.0,59.46209273133514,0.30495058794750235,0.2963665461442711,59.47067677313837,0.005128487309139063,5.945855720109317e-05,1.0,1.0,1.0
2016-02-08,2016-02-08,MMM, 02/08/2016,151.52,154.37,151.0,153.91,-1,3.3700000000000045,0.9300000000000068,2.4399999999999977,3.3700000000000045,3.4010000000000007,3.344825,1.0,1.0,0.0,1.0,9.0,2.0,2016-02-08,153.44,153.91,153.44,153.91,150.07614999999998,1.0,3.3638500000000002,1.0,59.47067677313837,0.1821638300532761,0.0,59.65284060319165,0.00306308654848797,5.946714022206361e-05,1.0,1.0,1.0
